customer_id,first_name,last_name,email,phone,country,city,customer_address,order_id,order_date,order_status,order_total,shipping_address,order_item_id,quantity,unit_price,item_subtotal,product_id,product_name,category,description,product_price,stock,payment_id,payment_method,payment_amount,payment_date,payment_status,transaction_id
4,Ryan,Green,courtneycastillo@example.net,(712)420-0034,Egypt,Patrickfort,"92638 Mark Cliff Apt. 179, Sanchezshire, UT 46241",159,2025-03-01T05:50:48,pending,73.45,"14382 Coleman Walk, Berryberg, VI 06881",481,1,347.37,417.31,43,Catch Large,Home & Garden,Father return ok day college consumer. Her live air none.,469.99,710,159,debit_card,172.06,2025-10-20T05:51:56,refunded,333e0ae1-f0e8-406b-b9ad-57b2cd348d22
5,Maria,Bryan,gregory20@example.com,753-859-1798x020,Montserrat,Ericberg,"4580 Ashley Way Suite 827, Lake Anthony, NE 92136",95,2025-04-25T14:45:06,pending,918.59,"Unit 0678 Box 0860, DPO AP 28378",291,3,398.99,331.38,12,Almost Feeling,Clothing,Sometimes during human scene available blue. Woman whole out character.,173.84,823,95,debit_card,377.26,2025-07-11T06:37:30,refunded,2d2d8207-405d-4eb2-b460-8eb3963cabe8
5,Maria,Bryan,gregory20@example.com,753-859-1798x020,Montserrat,Ericberg,"4580 Ashley Way Suite 827, Lake Anthony, NE 92136",95,2025-04-25T14:45:06,pending,918.59,"Unit 0678 Box 0860, DPO AP 28378",292,1,336.31,466.38,29,Computer Everybody,Home & Garden,Leader cup risk enjoy garden key public. Heavy themselves however have. Site seem kind two nothing.,173.45,721,95,debit_card,377.26,2025-07-11T06:37:30,refunded,2d2d8207-405d-4eb2-b460-8eb3963cabe8
5,Maria,Bryan,gregory20@example.com,753-859-1798x020,Montserrat,Ericberg,"4580 Ashley Way Suite 827, Lake Anthony, NE 92136",95,2025-04-25T14:45:06,pending,918.59,"Unit 0678 Box 0860, DPO AP 28378",293,5,475.06,473.42,31,Six West,Books,Today life but political but. Community oil speech low call his.,311.1,484,95,debit_card,377.26,2025-07-11T06:37:30,refunded,2d2d8207-405d-4eb2-b460-8eb3963cabe8
5,Maria,Bryan,gregory20@example.com,753-859-1798x020,Montserrat,Ericberg,"4580 Ashley Way Suite 827, Lake Anthony, NE 92136",200,2025-10-22T21:42:27,pending,696.26,"994 Adam Cliff, New Michaelmouth, DC 51871",595,5,334.62,412.07,39,Child Speak,Books,Available watch law art. Buy this big hair. Wonder their nice out tonight four leader.,247.61,90,200,paypal,335.31,2025-02-03T15:06:17,refunded,490099cd-84a0-4f64-825e-2930e8eef2f9
5,Maria,Bryan,gregory20@example.com,753-859-1798x020,Montserrat,Ericberg,"4580 Ashley Way Suite 827, Lake Anthony, NE 92136",200,2025-10-22T21:42:27,pending,696.26,"994 Adam Cliff, New Michaelmouth, DC 51871",596,2,86.99,133.59,10,Himself East,Home & Garden,Food score benefit kid myself vote. Page kitchen spend teacher security.,306.7,549,200,paypal,335.31,2025-02-03T15:06:17,refunded,490099cd-84a0-4f64-825e-2930e8eef2f9
6,Robert,Graham,esherman@example.com,970.581.7462x7847,South Africa,Arthurbury,"21625 Ramos Spring, Travisfurt, NM 61703",3,2025-01-11T11:48:21,processing,162.27,"366 Rachel Isle Suite 751, Port Natalieton, RI 54870",5,4,317.86,393.67,13,Player Task,Furniture,Better ground itself thought step. Work quality simple rise family.,293.62,113,3,cryptocurrency,829.22,2025-03-09T19:17:38,pending,91a0d6ea-fa01-4629-aea2-8028b3c36e91
6,Robert,Graham,esherman@example.com,970.581.7462x7847,South Africa,Arthurbury,"21625 Ramos Spring, Travisfurt, NM 61703",3,2025-01-11T11:48:21,processing,162.27,"366 Rachel Isle Suite 751, Port Natalieton, RI 54870",6,2,367.28,147.98,47,Show Those,Home & Garden,You professional put cell protect. Significant paper two within current join.,299.37,212,3,cryptocurrency,829.22,2025-03-09T19:17:38,pending,91a0d6ea-fa01-4629-aea2-8028b3c36e91
6,Robert,Graham,esherman@example.com,970.581.7462x7847,South Africa,Arthurbury,"21625 Ramos Spring, Travisfurt, NM 61703",3,2025-01-11T11:48:21,processing,162.27,"366 Rachel Isle Suite 751, Port Natalieton, RI 54870",7,1,405.67,271.69,22,One Bit,Beauty,Many public hit. Speech interest through close newspaper. Half sing say will.,197.61,489,3,cryptocurrency,829.22,2025-03-09T19:17:38,pending,91a0d6ea-fa01-4629-aea2-8028b3c36e91
6,Robert,Graham,esherman@example.com,970.581.7462x7847,South Africa,Arthurbury,"21625 Ramos Spring, Travisfurt, NM 61703",3,2025-01-11T11:48:21,processing,162.27,"366 Rachel Isle Suite 751, Port Natalieton, RI 54870",8,1,66.44,337.33,26,Often Evening,Sports,Brother begin generation deep represent decade. Red home property north.,497.56,108,3,cryptocurrency,829.22,2025-03-09T19:17:38,pending,91a0d6ea-fa01-4629-aea2-8028b3c36e91
6,Robert,Graham,esherman@example.com,970.581.7462x7847,South Africa,Arthurbury,"21625 Ramos Spring, Travisfurt, NM 61703",3,2025-01-11T11:48:21,processing,162.27,"366 Rachel Isle Suite 751, Port Natalieton, RI 54870",9,4,267.19,79.75,1,Kid Myself,Furniture,Kitchen measure wonder ready even them. Mother against firm face free be. Team police first.,485.02,637,3,cryptocurrency,829.22,2025-03-09T19:17:38,pending,91a0d6ea-fa01-4629-aea2-8028b3c36e91
6,Robert,Graham,esherman@example.com,970.581.7462x7847,South Africa,Arthurbury,"21625 Ramos Spring, Travisfurt, NM 61703",189,2025-04-19T13:32:52,cancelled,517.61,"627 Young Roads Apt. 992, Manningborough, PR 93842",560,3,105.49,355.3,28,Main Study,Furniture,Crime serve level call product grow. Crime case say worker agency note large.,499.21,720,189,cryptocurrency,105.06,2025-03-19T00:26:00,failed,42c67cda-6b84-48bd-b22f-3d3f5d693fe2
7,Amanda,Buck,davidmorris@example.org,691-314-0658x8169,Maldives,Frazierport,"032 Morales Springs, Carlton, MI 72719",8,2025-05-20T00:26:11,delivered,346.25,"468 Stone Manor, Brownhaven, ID 23830",22,2,249.95,493.24,11,Your Order,Beauty,Really likely where religious explain none. Reduce give high free. Against catch lead.,170.12,838,8,cryptocurrency,910.66,2025-03-29T23:37:03,pending,0a2e6a72-ad63-498d-af0e-91ed7b833f43
7,Amanda,Buck,davidmorris@example.org,691-314-0658x8169,Maldives,Frazierport,"032 Morales Springs, Carlton, MI 72719",8,2025-05-20T00:26:11,delivered,346.25,"468 Stone Manor, Brownhaven, ID 23830",23,3,59.15,338.25,43,Catch Large,Home & Garden,Father return ok day college consumer. Her live air none.,469.99,710,8,cryptocurrency,910.66,2025-03-29T23:37:03,pending,0a2e6a72-ad63-498d-af0e-91ed7b833f43
7,Amanda,Buck,davidmorris@example.org,691-314-0658x8169,Maldives,Frazierport,"032 Morales Springs, Carlton, MI 72719",8,2025-05-20T00:26:11,delivered,346.25,"468 Stone Manor, Brownhaven, ID 23830",24,5,280.09,265.93,8,Commercial Record,Electronics,Spend Mrs owner offer event responsibility.,479.56,800,8,cryptocurrency,910.66,2025-03-29T23:37:03,pending,0a2e6a72-ad63-498d-af0e-91ed7b833f43
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",41,2025-07-20T18:41:24,pending,341.52,"42035 Hopkins Fork, Holdertown, MD 69381",127,3,310.37,200.24,24,Letter Local,Home & Garden,Report shoulder standard especially. Change several the open full. Day wide provide key what five.,152.43,376,41,paypal,123.07,2025-09-10T09:39:39,failed,91be65f6-f39f-4df0-a1d8-75943b8815dd
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",41,2025-07-20T18:41:24,pending,341.52,"42035 Hopkins Fork, Holdertown, MD 69381",128,1,77.54,473.0,7,Build Learn,Electronics,Somebody according situation such most Democrat trade Republican. Figure almost difficult page.,422.19,207,41,paypal,123.07,2025-09-10T09:39:39,failed,91be65f6-f39f-4df0-a1d8-75943b8815dd
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",41,2025-07-20T18:41:24,pending,341.52,"42035 Hopkins Fork, Holdertown, MD 69381",129,5,68.43,216.89,49,Item Wear,Furniture,Teach leave family health will see information. Might thank tend its security.,70.52,79,41,paypal,123.07,2025-09-10T09:39:39,failed,91be65f6-f39f-4df0-a1d8-75943b8815dd
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",41,2025-07-20T18:41:24,pending,341.52,"42035 Hopkins Fork, Holdertown, MD 69381",130,4,213.8,73.96,3,Pick Almost,Beauty,Clear meeting draw toward big bank. Reason material yourself international do.,279.77,162,41,paypal,123.07,2025-09-10T09:39:39,failed,91be65f6-f39f-4df0-a1d8-75943b8815dd
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",113,2025-10-12T05:47:35,shipped,169.34,"658 Michael Port, Johnsonland, MT 69434",334,3,102.51,182.96,50,Site Defense,Beauty,Effect unit work world rest cup. Possible city animal every police.,215.62,477,113,bank_transfer,957.5,2025-09-05T16:13:50,failed,47eebf50-24b8-4dfc-9d25-eb38c37373ec
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",113,2025-10-12T05:47:35,shipped,169.34,"658 Michael Port, Johnsonland, MT 69434",335,4,172.8,250.57,34,Travel Outside,Furniture,Agreement road understand along assume include.,266.94,335,113,bank_transfer,957.5,2025-09-05T16:13:50,failed,47eebf50-24b8-4dfc-9d25-eb38c37373ec
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",113,2025-10-12T05:47:35,shipped,169.34,"658 Michael Port, Johnsonland, MT 69434",336,3,359.82,361.15,11,Your Order,Beauty,Really likely where religious explain none. Reduce give high free. Against catch lead.,170.12,838,113,bank_transfer,957.5,2025-09-05T16:13:50,failed,47eebf50-24b8-4dfc-9d25-eb38c37373ec
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",157,2025-03-11T12:27:30,shipped,759.55,"3398 Sarah Streets Suite 367, Carlberg, HI 94636",473,5,216.54,166.77,21,Success Compare,Toys,Strong specific list way oil next my region. Even range good cost. Leg benefit later seem.,484.64,743,157,debit_card,920.85,2025-06-19T04:40:28,failed,55b783ff-1613-4ac7-907b-a5d1761b8710
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",157,2025-03-11T12:27:30,shipped,759.55,"3398 Sarah Streets Suite 367, Carlberg, HI 94636",474,1,120.31,437.5,37,Good True,Electronics,Tonight must another across. Ten great huge pull then night. Media college do.,294.53,29,157,debit_card,920.85,2025-06-19T04:40:28,failed,55b783ff-1613-4ac7-907b-a5d1761b8710
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",157,2025-03-11T12:27:30,shipped,759.55,"3398 Sarah Streets Suite 367, Carlberg, HI 94636",475,3,299.54,416.89,47,Show Those,Home & Garden,You professional put cell protect. Significant paper two within current join.,299.37,212,157,debit_card,920.85,2025-06-19T04:40:28,failed,55b783ff-1613-4ac7-907b-a5d1761b8710
8,Keith,Thompson,brianmorris@example.org,326-980-6666x52040,Guinea-Bissau,Chasebury,"PSC 4907, Box 5986, APO AP 65785",157,2025-03-11T12:27:30,shipped,759.55,"3398 Sarah Streets Suite 367, Carlberg, HI 94636",476,4,445.05,240.85,34,Travel Outside,Furniture,Agreement road understand along assume include.,266.94,335,157,debit_card,920.85,2025-06-19T04:40:28,failed,55b783ff-1613-4ac7-907b-a5d1761b8710
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",196,2025-11-05T05:11:57,delivered,522.83,"77576 Jordan Highway Suite 080, New Michaelland, AS 76446",581,1,451.25,204.07,28,Main Study,Furniture,Crime serve level call product grow. Crime case say worker agency note large.,499.21,720,196,credit_card,58.49,2025-07-21T05:33:09,failed,647efb7d-6e67-4daa-b685-08376a6fd9d1
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",196,2025-11-05T05:11:57,delivered,522.83,"77576 Jordan Highway Suite 080, New Michaelland, AS 76446",582,2,183.0,129.49,38,Two Protect,Furniture,Begin among its stay indicate police room. Blue race edge. Four only likely whose.,190.01,278,196,credit_card,58.49,2025-07-21T05:33:09,failed,647efb7d-6e67-4daa-b685-08376a6fd9d1
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",198,2025-01-26T01:52:02,cancelled,266.51,"357 Janet Court Apt. 689, South Robertchester, PA 71311",588,4,147.86,214.87,36,Including Mission,Sports,Television news soon grow type all agent. Network include indeed man drug listen learn health.,198.56,302,198,debit_card,98.38,2025-01-08T21:27:48,completed,390bc1c7-8df3-432c-a34d-381c40d8e30b
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",198,2025-01-26T01:52:02,cancelled,266.51,"357 Janet Court Apt. 689, South Robertchester, PA 71311",589,4,260.86,263.82,21,Success Compare,Toys,Strong specific list way oil next my region. Even range good cost. Leg benefit later seem.,484.64,743,198,debit_card,98.38,2025-01-08T21:27:48,completed,390bc1c7-8df3-432c-a34d-381c40d8e30b
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",198,2025-01-26T01:52:02,cancelled,266.51,"357 Janet Court Apt. 689, South Robertchester, PA 71311",590,5,235.84,139.89,12,Almost Feeling,Clothing,Sometimes during human scene available blue. Woman whole out character.,173.84,823,198,debit_card,98.38,2025-01-08T21:27:48,completed,390bc1c7-8df3-432c-a34d-381c40d8e30b
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",198,2025-01-26T01:52:02,cancelled,266.51,"357 Janet Court Apt. 689, South Robertchester, PA 71311",591,5,322.14,265.09,28,Main Study,Furniture,Crime serve level call product grow. Crime case say worker agency note large.,499.21,720,198,debit_card,98.38,2025-01-08T21:27:48,completed,390bc1c7-8df3-432c-a34d-381c40d8e30b
9,Eric,Hancock,lindsey56@example.com,372.959.9144x61999,Samoa,Scottbury,"027 Smith Pike, Richardville, VA 56620",198,2025-01-26T01:52:02,cancelled,266.51,"357 Janet Court Apt. 689, South Robertchester, PA 71311",592,2,452.87,117.41,10,Himself East,Home & Garden,Food score benefit kid myself vote. Page kitchen spend teacher security.,306.7,549,198,debit_card,98.38,2025-01-08T21:27:48,completed,390bc1c7-8df3-432c-a34d-381c40d8e30b
10,Robert,Lewis,qhahn@example.com,814-871-0850,Anguilla,Beasleyview,"6999 Pena Vista Apt. 842, West Ryanhaven, NY 16713",129,2024-12-13T01:34:19,shipped,723.07,"884 Gardner Knoll Suite 005, South Donville, MI 80529",382,4,138.99,212.27,21,Success Compare,Toys,Strong specific list way oil next my region. Even range good cost. Leg benefit later seem.,484.64,743,129,bank_transfer,390.26,2025-10-04T14:21:18,pending,0c52a9cb-cdd8-448e-8068-da2136f20fab
10,Robert,Lewis,qhahn@example.com,814-871-0850,Anguilla,Beasleyview,"6999 Pena Vista Apt. 842, West Ryanhaven, NY 16713",129,2024-12-13T01:34:19,shipped,723.07,"884 Gardner Knoll Suite 005, South Donville, MI 80529",383,4,172.34,374.65,20,Among Behavior,Electronics,Adult action often their school. Clearly mind for.,150.66,743,129,bank_transfer,390.26,2025-10-04T14:21:18,pending,0c52a9cb-cdd8-448e-8068-da2136f20fab
10,Robert,Lewis,qhahn@example.com,814-871-0850,Anguilla,Beasleyview,"6999 Pena Vista Apt. 842, West Ryanhaven, NY 16713",129,2024-12-13T01:34:19,shipped,723.07,"884 Gardner Knoll Suite 005, South Donville, MI 80529",384,5,216.56,271.49,27,Join Despite,Home & Garden,Large also arm political. Respond partner community necessary series century impact.,438.08,48,129,bank_transfer,390.26,2025-10-04T14:21:18,pending,0c52a9cb-cdd8-448e-8068-da2136f20fab
10,Robert,Lewis,qhahn@example.com,814-871-0850,Anguilla,Beasleyview,"6999 Pena Vista Apt. 842, West Ryanhaven, NY 16713",129,2024-12-13T01:34:19,shipped,723.07,"884 Gardner Knoll Suite 005, South Donville, MI 80529",385,1,150.12,499.95,40,Until Recently,Books,Office pull put might what. Law culture close of. Thus apply effect record agent red defense.,59.58,544,129,bank_transfer,390.26,2025-10-04T14:21:18,pending,0c52a9cb-cdd8-448e-8068-da2136f20fab
11,Crystal,Jones,wmiller@example.com,001-781-910-9098x1861,Armenia,Wrightbury,"2551 Morris Points Suite 589, Austinview, AL 47182",176,2024-12-21T19:00:55,delivered,904.73,"174 Levy Forge, East Robert, IN 30185",523,1,185.99,124.23,20,Among Behavior,Electronics,Adult action often their school. Clearly mind for.,150.66,743,176,bank_transfer,966.85,2024-12-15T23:54:27,completed,ff2c6251-281d-4f89-945b-99997cc4341b
11,Crystal,Jones,wmiller@example.com,001-781-910-9098x1861,Armenia,Wrightbury,"2551 Morris Points Suite 589, Austinview, AL 47182",176,2024-12-21T19:00:55,delivered,904.73,"174 Levy Forge, East Robert, IN 30185",524,2,416.94,326.47,48,Deal Black,Home & Garden,Find all dream evening marriage. Until past event enjoy opportunity present.,167.28,359,176,bank_transfer,966.85,2024-12-15T23:54:27,completed,ff2c6251-281d-4f89-945b-99997cc4341b
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",30,2025-08-14T19:04:08,cancelled,514.68,"808 Tanya Gateway Apt. 801, Lake Nicholas, NY 97106",89,5,238.02,393.4,6,Per Community,Clothing,Five manage fish month. Measure much town network near population.,448.31,816,30,bank_transfer,234.19,2025-03-10T09:58:18,refunded,5d184f22-8719-4f33-ab76-9bf70a9ae0e5
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",30,2025-08-14T19:04:08,cancelled,514.68,"808 Tanya Gateway Apt. 801, Lake Nicholas, NY 97106",90,1,129.17,297.99,22,One Bit,Beauty,Many public hit. Speech interest through close newspaper. Half sing say will.,197.61,489,30,bank_transfer,234.19,2025-03-10T09:58:18,refunded,5d184f22-8719-4f33-ab76-9bf70a9ae0e5
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",30,2025-08-14T19:04:08,cancelled,514.68,"808 Tanya Gateway Apt. 801, Lake Nicholas, NY 97106",91,3,57.02,149.91,49,Item Wear,Furniture,Teach leave family health will see information. Might thank tend its security.,70.52,79,30,bank_transfer,234.19,2025-03-10T09:58:18,refunded,5d184f22-8719-4f33-ab76-9bf70a9ae0e5
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",61,2025-05-31T12:02:58,processing,267.22,"465 Reyes Neck, Dorismouth, FL 47057",187,4,416.01,452.92,38,Two Protect,Furniture,Begin among its stay indicate police room. Blue race edge. Four only likely whose.,190.01,278,61,paypal,269.83,2024-12-21T01:37:22,refunded,74009216-69f7-46ed-9d3d-8195c33cf04a
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",61,2025-05-31T12:02:58,processing,267.22,"465 Reyes Neck, Dorismouth, FL 47057",188,2,488.7,278.2,41,Nor Discover,Furniture,Gun by north. Himself full prepare.,112.45,753,61,paypal,269.83,2024-12-21T01:37:22,refunded,74009216-69f7-46ed-9d3d-8195c33cf04a
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",61,2025-05-31T12:02:58,processing,267.22,"465 Reyes Neck, Dorismouth, FL 47057",189,1,308.31,390.27,24,Letter Local,Home & Garden,Report shoulder standard especially. Change several the open full. Day wide provide key what five.,152.43,376,61,paypal,269.83,2024-12-21T01:37:22,refunded,74009216-69f7-46ed-9d3d-8195c33cf04a
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",61,2025-05-31T12:02:58,processing,267.22,"465 Reyes Neck, Dorismouth, FL 47057",190,1,11.64,397.55,10,Himself East,Home & Garden,Food score benefit kid myself vote. Page kitchen spend teacher security.,306.7,549,61,paypal,269.83,2024-12-21T01:37:22,refunded,74009216-69f7-46ed-9d3d-8195c33cf04a
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",96,2024-12-14T02:56:47,shipped,470.45,"21067 Anthony Estate Suite 002, Gomezhaven, TX 10255",294,4,132.0,402.57,45,Financial Buy,Toys,Level her memory will. Particularly kid inside radio participant house buy.,289.9,825,96,credit_card,736.21,2024-12-19T15:00:00,pending,83dad6ec-64e9-4908-9009-fe81cde24a56
12,William,Brown,ricardocaldwell@example.org,962-976-3929,Liberia,West Anna,"43996 Hansen Cliff Apt. 751, South Daniel, WV 04658",110,2024-11-20T23:38:23,cancelled,942.53,"52500 Jason Wells, New Gregoryburgh, ME 61194",328,2,325.74,223.51,10,Himself East,Home & Garden,Food score benefit kid myself vote. Page kitchen spend teacher security.,306.7,549,110,cryptocurrency,791.21,2025-10-16T15:55:30,completed,b8d67aee-3506-4c40-a1f8-3c8d8e780936
13,Fernando,Klein,felicia35@example.org,001-915-606-6495,Holy See (Vatican City State),Jamesland,"12641 Dunn Ports, Port Tinachester, GA 82890",1,2025-01-26T14:16:19,pending,762.19,"2640 Weeks Stream Apt. 264, Torresfurt, MD 85747",1,1,52.7,202.35,31,Six West,Books,Today life but political but. Community oil speech low call his.,311.1,484,1,paypal,651.37,2025-07-17T03:41:27,pending,86a576bb-feca-4897-8df0-28983c0ce51c
13,Fernando,Klein,felicia35@example.org,001-915-606-6495,Holy See (Vatican City State),Jamesland,"12641 Dunn Ports, Port Tinachester, GA 82890",1,2025-01-26T14:16:19,pending,762.19,"2640 Weeks Stream Apt. 264, Torresfurt, MD 85747",2,4,259.72,422.69,25,White Her,Home & Garden,Wear season affect child. Skin east continue fish.,412.16,582,1,paypal,651.37,2025-07-17T03:41:27,pending,86a576bb-feca-4897-8df0-28983c0ce51c
